Reporting_Airline,Origin,Dest,origin_windy,dest_windy,origin_rain,dest_rain,total_flights,total_delayed_flights,total_weather_delayed_flights,total_dep_delay,total_arr_delay,total_weather_delay
WN,CLT,STL,0,0,0,1,3,2,0,33.0,-22.0,
WN,LGB,SLC,0,0,1,1,2,0,0,8.0,-4.0,
YX,BOS,ORD,1,0,0,1,1,0,0,-5.0,-17.0,
B6,RSW,EWR,1,1,1,1,1,1,0,60.0,53.0,0.0
WN,MDW,SRQ,1,1,0,0,1,0,0,1.0,-7.0,
WN,BOI,OAK,0,0,1,1,3,1,0,25.0,8.0,0.0
NK,MSP,LAS,1,1,0,0,1,1,0,65.0,37.0,0.0
UA,IAH,BZN,0,1,0,0,1,0,0,-10.0,-14.0,
G4,MEM,LAX,0,0,0,1,1,0,0,-7.0,-31.0,
OH,DFW,TUL,0,0,1,0,4,2,1,347.0,284.0,17.0
WN,ATL,MDW,1,0,1,1,1,1,0,12.0,4.0,
OO,ASE,IAH,0,1,1,1,1,1,0,2.0,14.0,
WN,STL,LAX,0,0,1,1,1,1,0,25.0,15.0,0.0
DL,GRB,ATL,0,1,1,0,1,0,0,-2.0,0.0,
G4,PIE,BGR,1,0,1,1,2,1,0,35.0,-18.0,0.0
WN,ISP,TPA,0,1,1,0,1,1,0,105.0,101.0,0.0
MQ,ORD,HDN,0,1,1,0,1,1,0,-7.0,17.0,0.0
UA,LAX,PHX,0,1,1,0,1,0,0,-4.0,-7.0,
WN,TPA,SDF,0,1,0,1,1,0,0,-1.0,-3.0,
WN,MKE,TPA,0,0,1,1,1,1,0,132.0,133.0,0.0
WN,BOI,OAK,0,1,1,1,2,1,0,31.0,25.0,0.0
OO,DEN,JLN,1,1,1,0,1,1,0,0.0,60.0,0.0
WN,MDW,CMH,1,0,0,0,2,1,0,117.0,104.0,0.0
OO,LBL,DDC,0,1,1,0,1,0,0,-18.0,-20.0,
WN,ITO,HNL,1,0,0,1,1,1,0,2.0,9.0,
UA,IAH,ORF,1,0,1,1,1,1,0,53.0,87.0,0.0
OO,SGF,ATL,1,1,0,0,1,0,0,6.0,-6.0,
F9,MCO,SYR,0,0,1,0,4,3,0,73.0,151.0,0.0
F9,OMA,DFW,0,1,0,0,1,0,0,-7.0,-7.0,
F9,TPA,BUF,0,0,1,1,1,1,0,21.0,11.0,
F9,TTN,RDU,0,0,0,1,1,1,0,-10.0,10.0,
WN,MDW,JAX,0,1,0,1,1,0,0,-1.0,-6.0,
DL,MSP,AUS,1,0,0,0,3,2,0,33.0,18.0,0.0
YX,LGA,PHL,1,0,1,0,2,0,0,96.0,-4.0,
AA,MIA,ORF,0,1,0,0,1,0,0,-6.0,-14.0,
MQ,FAR,ORD,1,1,1,1,1,0,0,-2.0,-10.0,
AA,ATL,MIA,1,0,0,1,2,0,0,-16.0,-42.0,
WN,ATL,MDW,0,1,1,1,4,3,1,628.0,549.0,345.0
F9,ATL,SAT,0,1,1,0,1,1,0,70.0,56.0,0.0
MQ,MCI,MIA,0,0,0,1,1,1,0,-2.0,9.0,
AS,LIH,PDX,0,1,0,1,1,1,0,133.0,113.0,0.0
F9,PHX,DTW,0,1,0,0,1,0,0,-5.0,-15.0,
AA,PHX,EWR,0,0,0,0,3,1,0,2.0,-11.0,
NK,LAS,ATL,0,0,1,0,2,1,0,37.0,12.0,0.0
OO,SLC,SFO,0,0,1,1,5,3,0,207.0,186.0,0.0
F9,DTW,ATL,0,0,0,1,1,0,0,-5.0,-1.0,
G4,PIE,HGR,0,0,0,1,1,0,0,-13.0,-12.0,
WN,DCA,MSY,0,1,1,1,1,0,0,16.0,-1.0,
UA,HNL,SFO,0,1,1,0,3,2,0,85.0,56.0,0.0
AA,SYR,DFW,0,1,0,1,1,0,0,1.0,-15.0,
OO,SBP,PHX,0,0,1,1,2,0,0,-20.0,-29.0,
DL,SEA,SMF,0,0,0,0,1,1,0,-8.0,1.0,
DL,SLC,BZN,1,0,1,0,1,0,0,12.0,,
9E,MCI,JFK,1,1,1,0,2,0,0,2.0,-28.0,
AA,DCA,CHS,1,0,1,0,2,1,0,14.0,16.0,0.0
B6,BOS,SRQ,0,0,0,1,1,0,0,-4.0,-20.0,
UA,DEN,OGG,0,0,1,1,1,0,0,18.0,-3.0,
WN,OAK,PSP,1,1,0,0,1,0,0,-2.0,-11.0,
AS,SAN,GEG,0,0,1,0,1,1,0,32.0,37.0,0.0
WN,STL,SFO,1,0,0,0,1,0,0,7.0,-13.0,
AA,DCA,PVD,1,1,0,1,1,1,0,110.0,100.0,0.0
DL,SLC,EWR,1,1,0,0,1,1,0,-5.0,9.0,
WN,DAL,AUS,1,1,1,0,2,1,0,81.0,77.0,0.0
OH,CAE,DCA,1,1,1,0,2,1,0,37.0,42.0,0.0
MQ,DCA,AGS,0,1,1,0,1,1,0,23.0,42.0,0.0
UA,DEN,IND,0,1,1,0,2,2,0,10.0,45.0,0.0
NK,DFW,BNA,0,0,1,0,1,1,0,28.0,25.0,0.0
MQ,ECP,CLT,0,0,0,0,1,0,0,0.0,-1.0,
B6,BOS,MSP,1,0,0,0,1,0,0,-9.0,-26.0,
MQ,CLT,EYW,0,1,1,1,1,0,0,1.0,-10.0,
YX,PWM,PHL,0,0,1,1,1,1,0,49.0,53.0,0.0
MQ,DFW,GPT,0,0,0,1,2,1,0,-8.0,24.0,0.0
OH,PHL,ECP,0,0,0,0,2,1,0,65.0,68.0,0.0
DL,TUL,ATL,1,0,0,0,6,1,0,-12.0,-58.0,0.0
MQ,PWM,ORD,1,0,0,0,1,0,0,-7.0,-21.0,
NK,MYR,ROC,1,0,0,0,1,0,0,-9.0,-17.0,
F9,RDU,PWM,1,0,1,0,1,1,0,5.0,11.0,
NK,MCO,BDL,0,0,0,1,1,0,0,-4.0,-18.0,
YX,BHM,ORD,0,0,1,0,2,0,0,-19.0,-64.0,
G4,AVL,DEN,0,0,1,0,1,0,0,-6.0,-1.0,
NK,MCO,STT,1,1,0,1,1,0,0,2.0,-1.0,
G4,SFB,BIS,0,0,1,0,2,0,0,-13.0,-26.0,
UA,SBN,EWR,0,0,0,0,1,0,0,1.0,-19.0,
WN,SMF,OGG,0,0,1,0,1,0,0,0.0,-33.0,
OO,DFW,FWA,1,1,0,0,1,1,0,24.0,6.0,
DL,MCI,SLC,1,0,1,1,1,0,0,-7.0,-28.0,
MQ,ORD,DTW,0,1,1,1,4,1,0,5.0,28.0,0.0
OO,FSD,MSP,0,1,1,1,2,2,0,-13.0,32.0,0.0
MQ,CLT,TVC,0,0,0,0,1,0,0,0.0,-19.0,
OH,MHT,DCA,0,1,1,1,1,1,0,77.0,111.0,0.0
F9,SMF,LAS,1,0,1,0,1,0,0,-11.0,-17.0,
WN,MKE,BNA,1,1,1,1,3,0,0,-1.0,-21.0,
OO,DTW,FWA,0,1,1,1,1,0,0,1.0,-10.0,
OH,DCA,BGR,0,1,0,0,1,0,0,-12.0,-18.0,
F9,BOS,MIA,0,0,0,0,1,0,0,13.0,-5.0,
OH,STL,DCA,0,0,1,1,1,0,0,-7.0,-9.0,
AA,JAC,DFW,1,1,0,0,3,2,0,265.0,284.0,0.0
YX,BTV,LGA,1,1,1,0,1,1,0,17.0,5.0,
F9,MCI,DEN,1,0,1,0,3,2,0,51.0,102.0,0.0
AA,RSW,ORD,1,1,0,1,1,1,0,29.0,95.0,0.0
AS,FLL,SAN,0,0,0,0,2,2,1,26.0,62.0,19.0
NK,FLL,PHL,0,1,1,0,1,1,0,65.0,37.0,0.0
MQ,AUS,ABQ,1,0,1,0,2,2,1,149.0,159.0,46.0
WN,PSP,LAS,0,0,0,1,1,0,0,-2.0,-11.0,
AA,XNA,CLT,0,0,1,1,1,1,0,0.0,29.0,0.0
9E,LGA,TYS,1,0,1,1,1,1,0,86.0,86.0,0.0
OO,DEN,AMA,0,0,1,0,2,2,0,212.0,229.0,0.0
AA,IAH,PHL,1,1,1,0,1,1,0,-1.0,17.0,0.0
AA,AUS,MSY,0,1,0,0,1,0,0,-7.0,-7.0,
9E,LGA,AVL,0,1,1,0,6,5,0,60.0,194.0,0.0
WN,MSY,BWI,1,1,0,0,1,0,0,0.0,-20.0,
OO,STS,LAX,1,0,0,0,1,0,0,0.0,-17.0,
AA,DEN,DFW,1,1,1,1,2,1,1,233.0,280.0,226.0
UA,ORD,CID,0,1,1,1,3,2,0,75.0,81.0,0.0
YX,PHL,BUF,1,1,1,1,1,1,0,28.0,27.0,0.0
DL,DEN,SLC,1,0,0,0,1,0,0,-5.0,-2.0,
AS,LAS,SEA,0,1,1,0,1,0,0,18.0,-5.0,
UA,IAH,MSY,1,1,0,0,5,3,0,188.0,181.0,0.0
G4,PIE,FSD,1,0,1,0,1,0,0,-5.0,-23.0,
UA,EWR,STT,0,0,0,1,3,1,0,7.0,12.0,0.0
MQ,ORF,MIA,1,1,1,0,2,2,0,-8.0,36.0,0.0
UA,DEN,MKE,1,0,0,0,1,0,0,-7.0,-23.0,
AA,TUS,ORD,0,1,0,1,1,1,0,-4.0,11.0,
NK,BOS,CLT,1,0,1,0,1,1,0,45.0,22.0,0.0
MQ,CHS,DFW,1,1,1,0,1,0,0,-2.0,-11.0,
WN,JAX,MDW,1,1,0,1,1,1,0,53.0,26.0,0.0
UA,EWR,JAX,1,1,0,0,2,2,1,62.0,61.0,21.0
B6,BQN,MCO,1,1,0,0,1,0,0,-8.0,-19.0,
NK,MHT,MCO,1,1,1,0,1,1,0,-10.0,10.0,
MQ,DFW,CMI,1,1,1,0,5,5,3,521.0,483.0,114.0
AA,ECP,DFW,1,1,1,0,2,2,0,49.0,44.0,0.0
F9,SJU,MCO,1,1,1,0,1,0,0,-9.0,-23.0,
UA,EWR,OMA,0,0,0,0,1,0,0,-8.0,-7.0,
G4,BNA,MDT,0,0,1,0,1,0,0,-5.0,-24.0,
G4,MLI,PIE,0,0,1,0,3,1,0,211.0,180.0,0.0
F9,ATL,RDU,0,1,0,1,2,1,0,82.0,77.0,0.0
AA,ECP,CLT,1,0,0,0,1,0,0,11.0,0.0,
OO,MSP,FSD,0,0,0,1,3,2,1,55.0,52.0,31.0
OO,IMT,MSP,0,0,1,1,1,1,0,-8.0,7.0,
OO,JFK,LGA,0,0,0,0,1,1,0,765.0,755.0,0.0
G4,SRQ,BOS,1,0,1,0,2,0,0,-13.0,-25.0,
OO,DTW,CIU,0,1,1,0,2,2,1,121.0,107.0,96.0
B6,CHS,HPN,1,0,1,0,2,0,0,-16.0,-15.0,
AA,TPA,PHX,1,0,0,0,2,1,0,89.0,99.0,0.0
B6,ACK,LGA,0,0,1,0,3,1,0,-34.0,-34.0,
NK,BWI,MKE,0,0,1,1,1,1,0,27.0,30.0,0.0
AS,ANC,OME,1,0,0,1,1,0,0,-11.0,-12.0,
F9,BOS,CVG,1,0,0,0,1,1,0,190.0,184.0,0.0
AA,DCA,PVD,0,1,0,1,1,0,0,-3.0,-17.0,
OO,RIC,DTW,0,0,1,1,3,2,0,75.0,84.0,0.0
B6,RDU,MCO,1,1,1,0,1,1,0,37.0,38.0,0.0
YX,LGA,STL,0,0,0,1,1,0,0,-9.0,-3.0,
UA,SFO,TPA,0,1,1,0,1,0,0,-8.0,-8.0,
F9,CLE,CLT,1,1,1,0,1,1,0,-2.0,6.0,
UA,SEA,IAH,1,0,1,1,1,1,0,-1.0,30.0,0.0
YX,IAD,PIT,0,1,0,1,1,0,0,-1.0,-5.0,
YX,GSP,EWR,1,0,1,1,1,0,0,-5.0,-19.0,
WN,MEM,DAL,1,0,0,0,1,0,0,6.0,-3.0,
MQ,ORD,GSO,0,1,1,1,1,1,0,-2.0,7.0,
UA,CHS,ORD,0,0,1,1,2,1,0,130.0,109.0,0.0
WN,GSP,ATL,0,1,0,0,1,0,0,-4.0,-16.0,
AA,LIH,PHX,0,1,0,0,1,1,0,936.0,957.0,0.0
UA,TUL,DEN,1,0,0,0,1,1,0,-6.0,5.0,
9E,CLT,LGA,1,0,1,1,4,3,0,475.0,459.0,0.0
NK,FLL,IAH,1,0,1,0,3,3,1,166.0,168.0,12.0
B6,AUS,FLL,0,1,1,0,4,3,0,64.0,65.0,0.0
MQ,XNA,PHX,0,0,0,1,2,1,0,-12.0,-16.0,
WN,ORD,RSW,0,0,1,0,2,1,0,1.0,-5.0,
OH,BUF,DCA,1,0,0,1,2,0,0,-16.0,-10.0,
UA,ORD,SEA,1,0,1,1,2,1,0,-8.0,-24.0,
WN,MCO,OKC,0,0,0,1,1,0,0,6.0,-7.0,
WN,LAX,STL,1,0,1,0,1,1,0,41.0,32.0,0.0
F9,LAS,ELP,0,0,1,0,1,0,0,-10.0,-13.0,
OO,SMF,PHX,0,1,0,1,1,0,0,8.0,-2.0,
AS,OKC,SEA,1,0,1,1,2,0,0,-15.0,-33.0,
OO,SLC,MFR,1,0,1,0,1,1,0,57.0,77.0,0.0
AA,DFW,LAX,1,0,0,1,3,1,0,12.0,-15.0,0.0
MQ,MKE,ORD,0,1,0,1,1,1,0,8.0,15.0,0.0
G4,AUS,SFB,0,0,1,0,2,1,0,128.0,131.0,0.0
G4,SRQ,CVG,1,0,1,0,1,0,0,-13.0,0.0,
F9,MIA,DFW,0,0,0,1,1,1,0,160.0,151.0,0.0
UA,IAH,CMH,1,1,0,0,1,0,0,-1.0,-21.0,
DL,SLC,LAX,0,1,1,1,4,2,0,-3.0,-4.0,0.0
WN,TPA,ISP,1,1,0,1,1,1,0,79.0,67.0,0.0
MQ,DFW,CHS,1,0,1,0,3,1,0,32.0,-9.0,0.0
UA,CLE,IAH,0,1,1,0,2,1,0,17.0,11.0,0.0
DL,CLT,MSP,1,0,0,0,1,0,0,5.0,-7.0,
AS,CHS,SEA,1,1,0,0,1,0,0,0.0,-10.0,
DL,JFK,HNL,1,0,1,1,1,1,0,4.0,1.0,
YX,PVD,DCA,1,0,0,1,1,0,0,8.0,-5.0,
OO,JLN,DEC,0,0,1,0,1,1,1,122.0,119.0,119.0
MQ,DFW,ICT,1,0,1,1,1,0,0,-5.0,-22.0,
NK,CMH,MYR,0,1,0,0,1,0,0,-11.0,-23.0,
WN,MYR,BNA,1,1,0,0,1,0,0,7.0,-1.0,
G4,PIE,HGR,1,0,0,0,2,0,0,1.0,-16.0,
AA,BUF,DCA,1,0,1,0,1,1,0,62.0,61.0,0.0
AS,ANC,FAI,1,0,1,1,1,1,0,3.0,3.0,
F9,IAH,ORD,0,0,0,1,2,0,0,-20.0,-34.0,
MQ,FWA,ORD,0,0,1,1,1,1,0,69.0,88.0,0.0
OO,IMT,MSP,0,1,1,0,3,0,0,-30.0,-54.0,
OO,PDX,GEG,0,0,0,1,2,0,0,-15.0,-4.0,
OO,DEN,GUC,1,0,1,1,1,1,0,-4.0,23.0,0.0
OO,SAF,DEN,1,0,1,1,1,1,0,302.0,319.0,0.0
DL,SAV,MSP,0,0,0,1,1,0,0,-2.0,-30.0,
OO,BHM,IAH,1,0,1,0,1,0,0,-9.0,-28.0,
WN,LGB,PHX,1,0,0,0,1,0,0,5.0,-10.0,
9E,ATL,GSO,0,1,0,0,1,1,0,22.0,27.0,0.0
YX,EWR,MSY,0,1,1,1,1,1,0,-7.0,4.0,
OO,ATL,ATW,0,0,0,1,1,1,1,58.0,70.0,58.0
NK,LAX,SJC,0,1,0,1,1,0,0,-3.0,-3.0,
AS,SEA,JFK,1,0,1,1,1,1,0,-6.0,3.0,
OO,OMA,IAH,0,0,0,0,3,1,0,6.0,-18.0,
AA,CLT,SAN,0,1,0,0,1,1,0,33.0,48.0,0.0
NK,PHL,IAH,1,0,1,1,1,1,1,83.0,93.0,43.0
DL,MIA,JFK,1,0,1,0,2,1,0,13.0,9.0,0.0
F9,SJU,MDW,0,1,1,0,1,1,0,0.0,9.0,
WN,ISP,PBI,1,0,0,1,1,1,0,29.0,31.0,0.0
AS,RSW,SEA,1,1,0,0,1,1,0,-11.0,3.0,
F9,MSY,PHL,1,0,1,1,1,1,0,129.0,127.0,0.0
AA,RNO,PHX,0,0,0,1,2,2,0,29.0,48.0,0.0
AA,SJU,ORD,1,0,0,0,1,1,0,-1.0,7.0,
WN,RIC,ATL,1,1,1,0,2,0,0,-9.0,-31.0,
OH,DCA,CLE,1,1,0,1,1,0,0,-8.0,-28.0,
AA,DCA,TPA,1,1,1,0,1,0,0,-10.0,-13.0,
YX,ORD,DTW,1,1,1,1,1,0,0,-4.0,-20.0,
NK,MCO,CMH,0,1,1,0,2,1,0,12.0,-12.0,
MQ,DFW,BNA,0,0,1,1,1,1,0,35.0,37.0,0.0
WN,DEN,MEM,1,1,1,0,1,1,0,13.0,27.0,0.0
OO,LNK,ORD,1,0,1,1,3,1,0,-30.0,-48.0,
WN,DEN,IAH,0,1,1,0,3,2,0,107.0,91.0,0.0
WN,AUS,ONT,1,1,1,0,1,0,0,-2.0,-12.0,
OO,IAH,SLC,0,1,0,1,1,0,0,-1.0,-14.0,
OO,SLC,AUS,1,1,1,0,1,1,1,52.0,63.0,52.0
MQ,STL,PHX,0,0,1,0,1,0,0,-3.0,-20.0,
UA,DSM,IAH,0,1,1,1,1,1,0,358.0,357.0,0.0
WN,BUF,DEN,1,0,1,0,3,1,0,18.0,-15.0,
AA,ORD,MSP,1,0,1,0,1,1,1,72.0,77.0,10.0
MQ,LIT,ORD,1,0,1,0,1,1,0,0.0,8.0,
UA,SFO,MSP,1,1,0,1,1,0,0,-10.0,-29.0,
MQ,DCA,CHA,0,0,1,0,2,2,1,110.0,102.0,5.0
MQ,ILM,MIA,1,0,1,0,1,1,0,-3.0,5.0,
OO,MAF,DEN,1,0,0,1,1,1,0,-3.0,8.0,
OO,COS,DFW,1,0,1,0,1,1,0,1.0,91.0,0.0
DL,STL,DTW,1,0,1,1,1,0,0,4.0,-9.0,
F9,CLT,DEN,0,1,0,1,1,1,0,31.0,42.0,0.0
G4,CAK,SAV,1,0,1,0,1,0,0,-15.0,-30.0,
UA,SFO,MSP,1,0,1,0,2,1,0,168.0,143.0,0.0
DL,SEA,TUS,0,1,0,0,1,1,0,100.0,102.0,0.0
WN,MHT,MDW,0,1,1,1,2,2,0,130.0,119.0,0.0
F9,IAD,MCO,0,1,0,1,1,1,0,-8.0,1.0,
F9,TPA,ORD,0,1,0,0,1,1,0,47.0,62.0,0.0
G4,BMI,PIE,1,1,0,0,1,0,0,-5.0,-2.0,
AS,SEA,DAL,1,0,0,1,1,0,0,-2.0,-27.0,
9E,LFT,ATL,1,0,0,1,1,0,0,-3.0,-21.0,
WN,JAX,MDW,1,0,0,0,1,1,0,16.0,3.0,
YX,ALB,MIA,0,0,1,0,1,1,0,-1.0,20.0,0.0
B6,BOS,LAX,0,1,0,1,1,0,0,-5.0,-35.0,
G4,BIS,AZA,1,1,0,1,1,0,0,-16.0,-39.0,
OO,IAH,ELP,0,1,0,1,1,1,0,63.0,55.0,0.0
9E,TYS,ATL,1,0,1,0,1,0,0,-4.0,-7.0,
MQ,TYS,MIA,1,0,1,0,2,0,0,-13.0,-26.0,
WN,HOU,MAF,0,1,1,1,1,1,0,62.0,56.0,0.0
B6,LAX,EWR,1,1,1,0,1,1,0,45.0,27.0,0.0
B6,CHS,JFK,1,1,1,1,2,1,0,144.0,190.0,0.0
F9,SLC,DEN,0,0,1,1,2,2,0,133.0,181.0,0.0
OH,MDT,CLT,0,0,1,1,2,2,1,357.0,371.0,51.0
WN,MDW,ECP,0,1,0,0,1,1,0,62.0,70.0,0.0
G4,MOT,LAS,0,1,0,0,1,1,1,56.0,60.0,11.0
DL,MSP,BWI,0,0,1,1,2,0,0,-13.0,-26.0,
AA,MSP,PHL,0,1,1,0,1,1,0,100.0,115.0,0.0
B6,MKE,JFK,1,0,1,0,1,0,0,3.0,-8.0,
MQ,MIA,SJU,0,0,0,0,3,1,0,-9.0,7.0,
DL,MIA,LGA,0,1,1,1,1,0,0,-5.0,-35.0,
DL,MIA,LAX,0,1,0,0,1,0,0,-5.0,-10.0,
MQ,MCI,ORD,0,1,1,0,2,1,0,30.0,8.0,0.0
WN,AMA,AUS,1,0,1,0,1,0,0,-4.0,-15.0,
OO,DEN,GSP,1,1,1,0,1,1,1,70.0,74.0,70.0
HA,LIH,OAK,1,0,0,1,1,0,0,-1.0,-2.0,
YX,MKE,DCA,0,0,0,0,1,0,0,-9.0,-25.0,
WN,DEN,IND,1,0,1,1,1,0,0,-3.0,-14.0,
OH,PVD,CLT,0,1,1,1,1,1,0,0.0,7.0,
DL,ATL,MYR,1,1,0,1,1,1,0,35.0,29.0,0.0
OO,ATL,SHV,1,0,0,0,1,1,1,27.0,21.0,21.0
9E,AEX,ATL,1,0,1,0,1,1,0,-4.0,42.0,0.0
OH,PHL,XNA,0,0,0,0,1,0,0,-3.0,-28.0,
YX,DTW,DCA,1,1,1,1,1,1,0,51.0,67.0,0.0
B6,SLC,FLL,0,1,1,0,3,1,0,39.0,-4.0,
WN,OAK,DAL,0,0,1,1,1,1,0,24.0,35.0,0.0
UA,PSP,IAH,0,1,0,1,1,1,0,19.0,20.0,0.0
OO,ATL,ATW,1,0,1,0,2,1,0,21.0,-14.0,
NK,LAX,LAS,1,1,0,1,1,1,0,27.0,25.0,0.0
WN,JAN,ATL,1,1,1,1,1,0,0,-5.0,-6.0,
OH,CLT,MKE,1,0,1,0,1,0,0,-6.0,-16.0,
G4,FAT,LAS,1,0,1,0,1,1,0,-3.0,13.0,
UA,SAT,ORD,1,0,0,1,1,0,0,-12.0,-10.0,
AA,ORD,TUS,1,1,0,0,1,1,0,90.0,74.0,0.0
AA,BOS,DFW,1,0,0,1,1,1,0,-6.0,13.0,
9E,XNA,MSP,1,0,1,1,1,0,0,-5.0,-20.0,
NK,BOS,MCO,0,1,1,1,4,4,0,105.0,156.0,0.0
G4,BGR,PGD,0,1,1,0,1,1,0,-5.0,2.0,
OO,IMT,MSP,1,1,1,0,2,1,1,116.0,145.0,125.0
DL,CHS,MSP,1,1,1,0,1,0,0,1.0,-21.0,
F9,PHL,CLE,1,1,0,1,1,1,0,15.0,22.0,0.0
NK,PHL,SJU,0,0,0,1,1,0,0,-7.0,-17.0,
WN,DAL,CLT,0,0,1,1,1,1,1,284.0,301.0,11.0
AA,MIA,ORF,0,0,1,1,1,1,0,19.0,14.0,
OO,RAP,DEN,1,0,0,1,1,0,0,-1.0,-14.0,
DL,SLC,DEN,0,1,1,1,1,1,0,0.0,3.0,
MQ,AUS,DFW,1,0,1,1,1,0,0,-1.0,-7.0,
OO,SDF,JFK,0,1,0,0,1,1,0,-3.0,16.0,0.0
YX,PHL,BOS,1,0,0,1,1,0,0,-7.0,-15.0,
F9,AUS,LAS,1,0,1,0,1,0,0,-3.0,-8.0,
UA,PNS,ORD,1,0,1,1,2,0,0,-6.0,-24.0,
OO,DFW,TYS,0,0,0,1,1,0,0,-2.0,-11.0,
MQ,CHS,MIA,1,0,1,0,1,0,0,-1.0,-5.0,
YX,CMH,DTW,0,1,1,0,2,0,0,-10.0,-13.0,
MQ,ORD,CLL,0,0,1,0,1,0,0,-6.0,-10.0,
B6,JFK,TPA,0,1,1,1,1,1,0,219.0,216.0,0.0
AS,SFO,AUS,1,1,0,0,1,1,0,17.0,8.0,
G4,CVG,EYW,1,1,1,0,1,1,1,54.0,57.0,54.0
NK,BNA,MCO,0,0,0,1,1,0,0,-10.0,-18.0,
G4,SWF,PIE,0,0,0,1,1,0,0,-6.0,-6.0,
MQ,DFW,ATW,0,1,1,1,1,1,1,207.0,185.0,1.0
WN,SEA,SMF,1,1,1,1,1,1,0,14.0,12.0,
DL,LAX,CVG,0,1,0,0,1,0,0,-10.0,-20.0,
MQ,BHM,MIA,1,0,0,0,1,0,0,-10.0,-5.0,
YX,DCA,RSW,0,0,0,1,1,1,0,-9.0,31.0,0.0
B6,DCA,PBI,1,1,1,1,1,1,0,165.0,167.0,0.0
9E,DTW,PIT,0,1,0,1,1,0,0,-5.0,-16.0,
AA,SFO,DFW,1,0,1,1,1,1,0,72.0,211.0,0.0
OO,SLC,SGU,0,1,1,1,1,0,0,-4.0,-21.0,
NK,PBI,ACY,1,0,1,1,1,1,0,34.0,39.0,0.0
DL,LGA,DFW,0,1,1,1,1,1,0,13.0,7.0,
AA,MTJ,DFW,0,1,0,1,1,1,0,110.0,91.0,0.0
UA,ORD,FCA,1,0,0,1,1,0,0,-8.0,-4.0,
UA,EWR,JAC,0,1,1,1,1,1,0,294.0,302.0,0.0
9E,EYW,ATL,0,1,1,0,1,1,0,239.0,246.0,0.0
OO,CHS,DTW,0,1,1,1,1,1,0,12.0,27.0,0.0
9E,CVG,FLL,0,1,0,0,1,0,0,-10.0,-23.0,
OO,RDD,LAX,0,1,1,0,1,0,0,-10.0,-28.0,
NK,ABQ,LAS,0,1,1,0,2,1,0,131.0,136.0,0.0
B6,JFK,CHS,0,1,1,0,3,2,0,17.0,62.0,0.0
DL,BOS,FLL,1,0,1,1,3,2,1,31.0,52.0,32.0
UA,OGG,SFO,1,1,1,1,1,0,0,-1.0,-12.0,
MQ,MIA,IAH,0,1,0,0,2,2,0,13.0,68.0,0.0
OO,BUF,ORD,0,1,0,1,2,1,1,178.0,165.0,165.0
MQ,BPT,DFW,0,0,1,1,1,1,0,48.0,38.0,0.0
F9,MCO,LGA,0,1,0,1,1,1,0,0.0,13.0,
OO,MSP,MEM,0,1,0,0,1,0,0,-5.0,-29.0,
UA,SFO,SNA,1,1,1,0,1,1,0,-1.0,2.0,
OO,LAX,RDD,1,1,1,0,1,1,0,50.0,68.0,0.0
WN,DEN,IAH,0,1,0,1,1,1,0,21.0,10.0,
WN,FLL,MCI,1,1,0,0,1,1,1,102.0,112.0,18.0
OH,DCA,PVD,1,0,1,0,1,0,0,-6.0,-11.0,
B6,BUF,BOS,1,1,0,1,1,0,0,-4.0,-10.0,
WN,BNA,MSP,1,1,1,0,1,1,0,8.0,8.0,
G4,SAV,ATW,0,1,1,0,1,0,0,4.0,-11.0,
MQ,TUL,ORD,1,1,0,1,1,1,0,-4.0,27.0,0.0
AA,DFW,SJU,1,0,1,1,1,1,0,-6.0,76.0,0.0
F9,PHL,SJU,1,1,1,1,1,1,0,-4.0,10.0,
OH,CMH,DCA,0,0,1,1,1,0,0,-9.0,-17.0,
G4,MLI,SFB,0,1,1,0,1,0,0,6.0,-4.0,
B6,MCO,PVD,1,1,0,0,1,1,0,30.0,64.0,0.0
YX,HYA,DCA,0,0,0,1,1,1,0,119.0,119.0,0.0
G4,HOU,TYS,0,0,1,0,1,1,0,16.0,16.0,0.0
OO,SEA,KTN,0,0,1,1,1,0,0,-4.0,-4.0,
YX,MSP,LGA,0,1,1,0,1,1,0,47.0,81.0,0.0
F9,MKE,PHL,1,0,1,0,1,0,0,-9.0,-7.0,
AS,BRW,ANC,0,1,1,0,1,1,0,1.0,4.0,
9E,BTV,LGA,1,0,1,1,1,1,0,223.0,218.0,0.0
OO,MSN,DTW,1,0,0,1,1,0,0,0.0,-5.0,
NK,RIC,FLL,0,1,0,1,2,0,0,4.0,-23.0,
OH,PHL,SDF,1,0,0,0,1,0,0,1.0,-18.0,
AS,EUG,SEA,1,1,1,1,1,1,0,50.0,52.0,0.0
AS,PDX,BOS,1,1,0,0,1,0,0,-2.0,-30.0,
YX,CLT,EWR,1,0,0,1,1,1,0,-2.0,14.0,
NK,ATL,PHL,0,1,1,1,2,1,0,-11.0,12.0,0.0
F9,SJU,RDU,0,0,1,1,1,0,0,-10.0,-15.0,
MQ,DFW,BPT,0,1,0,0,1,0,0,-9.0,-22.0,
UA,RSW,EWR,1,1,1,0,1,0,0,-4.0,-23.0,
F9,MIA,MDW,1,0,0,0,1,1,0,33.0,11.0,
F9,RSW,SYR,1,1,0,0,1,0,0,-8.0,-21.0,
YX,PHL,EWR,1,0,1,0,1,0,0,-8.0,-37.0,
